CustomerName,CustomerID,Segment,City,State,Region,Country,PostalCode,OrderID,OrderDate,ShipDate,ShipMode,Sales,Discount,Profit,Quantity,ProductName,Category,SubCategory
Suzanne McNair,SM-20950,Corporate,Los Angeles,California,West,United States,90004,CA-2017-120614,2017-05-30,2017-06-04,Standard Class,"37,52","0,0","18,0096",4,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper
Stephanie Phelps,SP-20650,Corporate,Jackson,Michigan,Central,United States,49201,US-2016-140172,2016-03-08,2016-03-13,Standard Class,"207,144","0,1","48,3336",3,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances
Stephanie Phelps,SP-20650,Corporate,Jackson,Michigan,Central,United States,49201,US-2016-140172,2016-03-08,2016-03-13,Standard Class,"13,9","0,0","3,753",5,Prang Drawing Pencil Set,Office Supplies,Art
Cyma Kinney,CK-12760,Corporate,Glendale,Arizona,West,United States,85301,CA-2015-127754,2015-07-26,2015-07-31,Standard Class,"266,352","0,2","13,3176",3,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs
Pierre Wener,PW-19240,Consumer,Wilmington,Delaware,East,United States,19805,CA-2015-144274,2015-11-23,2015-11-25,Second Class,"307,98","0,0","89,3142",2,Nortel Meridian M3904 Professional Digital phone,Technology,Phones
Pierre Wener,PW-19240,Consumer,Wilmington,Delaware,East,United States,19805,CA-2015-144274,2015-11-23,2015-11-25,Second Class,"44,1","0,0","20,727",6,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Office Supplies,Paper
Pierre Wener,PW-19240,Consumer,Wilmington,Delaware,East,United States,19805,CA-2015-144274,2015-11-23,2015-11-25,Second Class,"13,12","0,0","5,6416",4,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art
Pierre Wener,PW-19240,Consumer,Wilmington,Delaware,East,United States,19805,CA-2015-144274,2015-11-23,2015-11-25,Second Class,"16,56","0,0","7,7832",2,Staple envelope,Office Supplies,Envelopes
Pierre Wener,PW-19240,Consumer,Wilmington,Delaware,East,United States,19805,CA-2015-144274,2015-11-23,2015-11-25,Second Class,"38,88","0,0","18,6624",6,Xerox 226,Office Supplies,Paper
Evan Bailliet,EB-14170,Consumer,Austin,Texas,Central,United States,78745,CA-2015-142930,2015-11-28,2015-12-02,Standard Class,"335,52","0,2","117,432",4,Xerox 1941,Office Supplies,Paper
Dave Kipp,DK-13090,Consumer,Orlando,Florida,South,United States,32839,CA-2017-100622,2017-11-03,2017-11-07,Standard Class,"959,984","0,2","311,9948",2,Canon Image Class D660 Copier,Technology,Copiers
Dave Kipp,DK-13090,Consumer,Orlando,Florida,South,United States,32839,CA-2017-100622,2017-11-03,2017-11-07,Standard Class,"4,086","0,7","-2,9964",2,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders
Dave Kipp,DK-13090,Consumer,Orlando,Florida,South,United States,32839,CA-2017-100622,2017-11-03,2017-11-07,Standard Class,"55,984","0,2","4,1988",2,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Art
Dave Kipp,DK-13090,Consumer,Orlando,Florida,South,United States,32839,CA-2017-100622,2017-11-03,2017-11-07,Standard Class,"10,688","0,2","3,7408",2,Xerox 1923,Office Supplies,Paper
Ted Butterfield,TB-21055,Consumer,Reading,Pennsylvania,East,United States,19601,CA-2017-117156,2017-03-21,2017-03-23,Second Class,"8,856","0,2","2,8782",3,Colored Envelopes,Office Supplies,Envelopes
Arthur Gainer,AG-10900,Consumer,Philadelphia,Pennsylvania,East,United States,19134,CA-2015-115399,2015-12-19,2015-12-22,First Class,"6,912","0,2","2,5056",3,Avery 474,Office Supplies,Labels
Sam Craven,SC-20020,Consumer,Houston,Texas,Central,United States,77095,US-2014-157847,2014-04-02,2014-04-06,Second Class,"26,72","0,2","9,352",5,Xerox 1898,Office Supplies,Paper
Sam Craven,SC-20020,Consumer,Houston,Texas,Central,United States,77095,US-2014-157847,2014-04-02,2014-04-06,Second Class,"33,488","0,2","10,465",7,Xerox 1947,Office Supplies,Paper
Brenda Bowman,BB-11545,Corporate,Saint Charles,Missouri,Central,United States,63301,CA-2015-115168,2015-06-05,2015-06-09,Standard Class,"10,56","0,0","4,752",2,Xerox 1981,Office Supplies,Paper
Victoria Pisteka,VP-21760,Corporate,Indianapolis,Indiana,Central,United States,46203,CA-2014-109680,2014-10-06,2014-10-09,First Class,"386,34","0,0","54,0876",2,Fellowes Staxonsteel Drawer Files,Office Supplies,Storage
Rachel Payne,RP-19270,Corporate,Seattle,Washington,West,United States,98115,CA-2016-167983,2016-08-21,2016-08-24,Second Class,"33,44","0,2","11,704",10,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders
Duane Huffman,DH-13675,Home Office,Harrisonburg,Virginia,South,United States,22801,CA-2015-145324,2015-11-15,2015-11-19,Standard Class,"39,96","0,0","14,3856",2,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings
Shaun Weien,SW-20455,Consumer,Rochester,New York,East,United States,14609,CA-2015-153423,2015-06-22,2015-06-27,Standard Class,"1217,568","0,2","456,588",2,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders
Karen Ferguson,KF-16285,Home Office,Sandy Springs,Georgia,South,United States,30328,US-2017-132675,2017-09-24,2017-09-28,Standard Class,"15,51","0,0","3,8775",1,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage
Karen Ferguson,KF-16285,Home Office,Sandy Springs,Georgia,South,United States,30328,US-2017-132675,2017-09-24,2017-09-28,Standard Class,"89,9","0,0","25,172",2,Plantronics Encore H101 Dual Earpieces Headset,Technology,Phones
Karen Ferguson,KF-16285,Home Office,Sandy Springs,Georgia,South,United States,30328,US-2017-132675,2017-09-24,2017-09-28,Standard Class,"14,28","0,0","3,7128",4,Barrel Sharpener,Office Supplies,Art
Karen Ferguson,KF-16285,Home Office,Sandy Springs,Georgia,South,United States,30328,US-2017-132675,2017-09-24,2017-09-28,Standard Class,"12,72","0,0","4,9608",3,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art
Karen Ferguson,KF-16285,Home Office,Sandy Springs,Georgia,South,United States,30328,US-2017-132675,2017-09-24,2017-09-28,Standard Class,"15,75","0,0","7,56",5,Self-Adhesive Removable Labels,Office Supplies,Labels
Frank Hawley,FH-14275,Corporate,Los Angeles,California,West,United States,90004,CA-2014-153808,2014-04-06,2014-04-10,Second Class,"70,95","0,0","18,447",3,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Art
Frank Hawley,FH-14275,Corporate,Los Angeles,California,West,United States,90004,CA-2014-153808,2014-04-06,2014-04-10,Second Class,"65,568","0,2","23,7684",2,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders
Frank Hawley,FH-14275,Corporate,Los Angeles,California,West,United States,90004,CA-2014-153808,2014-04-06,2014-04-10,Second Class,"299,97","0,0","131,9868",3,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Technology,Accessories
Justin Ritter,JR-16210,Corporate,San Francisco,California,West,United States,94110,US-2016-112396,2016-02-09,2016-02-13,Standard Class,"89,97","0,0","39,5868",3,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories
Justin Ritter,JR-16210,Corporate,San Francisco,California,West,United States,94110,US-2016-112396,2016-02-09,2016-02-13,Standard Class,"31,86","0,0","11,151",2,Maxell 4.7GB DVD+RW 3/Pack,Technology,Accessories
Julie Creighton,JC-16105,Corporate,Minneapolis,Minnesota,Central,United States,55407,CA-2014-141173,2014-11-18,2014-11-20,Second Class,"67,15","0,0","16,7875",5,Fellowes Desktop Hanging File Manager,Office Supplies,Storage
Beth Paige,BP-11290,Consumer,Columbus,Ohio,East,United States,43229,CA-2017-156664,2017-12-18,2017-12-23,Standard Class,"7,236","0,7","-6,03",3,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders
Beth Paige,BP-11290,Consumer,Columbus,Ohio,East,United States,43229,CA-2017-156664,2017-12-18,2017-12-23,Standard Class,"4,824","0,2","1,7487",3,Ideal Clamps,Office Supplies,Fasteners
Beth Paige,BP-11290,Consumer,Columbus,Ohio,East,United States,43229,CA-2017-156664,2017-12-18,2017-12-23,Standard Class,"91,36","0,2","29,692",5,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper
Beth Paige,BP-11290,Consumer,Columbus,Ohio,East,United States,43229,CA-2017-156664,2017-12-18,2017-12-23,Standard Class,"130,112","0,2","13,0112",2,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances
Frank Atkinson,FA-14230,Corporate,Raleigh,North Carolina,South,United States,27604,CA-2015-140718,2015-07-02,2015-07-04,First Class,"74,24","0,2","8,352",1,Geemarc AmpliPOWER60,Technology,Phones
Frank Atkinson,FA-14230,Corporate,Raleigh,North Carolina,South,United States,27604,CA-2015-140718,2015-07-02,2015-07-04,First Class,"159,84","0,2","45,954",10,24-Hour Round Wall Clock,Furniture,Furnishings
Frank Atkinson,FA-14230,Corporate,Raleigh,North Carolina,South,United States,27604,CA-2015-140718,2015-07-02,2015-07-04,First Class,"2,892","0,7","-2,3136",2,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders
Frank Atkinson,FA-14230,Corporate,Raleigh,North Carolina,South,United States,27604,CA-2015-140718,2015-07-02,2015-07-04,First Class,"9,392","0,2","3,2872",2,Things To Do Today Pad,Office Supplies,Paper
Duane Noonan,DN-13690,Consumer,New York City,New York,East,United States,10011,CA-2014-119977,2014-10-08,2014-10-13,Second Class,"123,92","0,0","55,764",4,Xerox 197,Office Supplies,Paper
Frank Olsen,FO-14305,Consumer,Philadelphia,Pennsylvania,East,United States,19143,US-2015-115343,2015-09-22,2015-09-25,First Class,"55,6","0,2","6,255",5,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Office Supplies,Supplies
Frank Olsen,FO-14305,Consumer,Philadelphia,Pennsylvania,East,United States,19143,US-2015-115343,2015-09-22,2015-09-25,First Class,"617,976","0,2","-7,7247",3,Logitech P710e Mobile Speakerphone,Technology,Accessories
Dave Poirier,DP-13105,Corporate,Meridian,Idaho,West,United States,83642,CA-2017-163671,2017-12-24,2017-12-30,Standard Class,"21,312","0,2","7,992",3,GBC Instant Index System for Binding Systems,Office Supplies,Binders
Jane Waco,JW-15220,Corporate,Sacramento,California,West,United States,95823,CA-2017-135909,2017-10-13,2017-10-20,Standard Class,"209,94","0,0","39,8886",6,Logitech Media Keyboard K200,Technology,Accessories
Jane Waco,JW-15220,Corporate,Sacramento,California,West,United States,95823,CA-2017-135909,2017-10-13,2017-10-20,Standard Class,"31,984","0,2","-7,996",2,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Technology,Phones
Jane Waco,JW-15220,Corporate,Sacramento,California,West,United States,95823,CA-2017-135909,2017-10-13,2017-10-20,Standard Class,"5083,96","0,2","1906,485",5,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders
Tonja Turnell,TT-21460,Home Office,Charlotte,North Carolina,South,United States,28205,US-2017-114356,2017-08-20,2017-08-26,Standard Class,"35,96","0,2","3,596",1,Plantronics Encore H101 Dual Earpieces Headset,Technology,Phones
Skye Norling,SN-20560,Home Office,Paterson,New Jersey,East,United States,7501,CA-2015-125934,2015-09-11,2015-09-18,Standard Class,"31,05","0,0","14,904",3,Avery 503,Office Supplies,Labels
Skye Norling,SN-20560,Home Office,Paterson,New Jersey,East,United States,7501,CA-2015-125934,2015-09-11,2015-09-18,Standard Class,"8,92","0,0","3,9248",4,Eldon Pizzaz Desk Accessories,Furniture,Furnishings
Skye Norling,SN-20560,Home Office,Paterson,New Jersey,East,United States,7501,CA-2015-125934,2015-09-11,2015-09-18,Standard Class,"209,6","0,0","96,416",4,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders
Skye Norling,SN-20560,Home Office,Paterson,New Jersey,East,United States,7501,CA-2015-125934,2015-09-11,2015-09-18,Standard Class,"111,04","0,0","29,9808",4,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,Appliances
Skye Norling,SN-20560,Home Office,Paterson,New Jersey,East,United States,7501,CA-2015-125934,2015-09-11,2015-09-18,Standard Class,"38,88","0,0","18,6624",6,Xerox 208,Office Supplies,Paper
John Murray,JM-15865,Consumer,Arlington,Virginia,South,United States,22204,CA-2015-158148,2015-12-20,2015-12-26,Standard Class,"36,27","0,0","10,881",3,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances
Sarah Brown,SB-20185,Consumer,Chicago,Illinois,Central,United States,60653,CA-2014-120411,2014-09-20,2014-09-23,First Class,"493,43","0,3","-70,49",5,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases
Sarah Brown,SB-20185,Consumer,Chicago,Illinois,Central,United States,60653,CA-2014-120411,2014-09-20,2014-09-23,First Class,"11,12","0,2","3,475",2,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones
Cindy Chapman,CC-12475,Consumer,San Diego,California,West,United States,92037,CA-2016-158260,2016-11-04,2016-11-08,Standard Class,"686,4","0,2","77,22",2,Okidata B400 Printer,Technology,Machines
Sally Hughsby,SH-19975,Corporate,Seattle,Washington,West,United States,98105,CA-2017-101805,2017-12-01,2017-12-06,Standard Class,"15,92","0,2","5,373",5,Ibico Presentation Index for Binding Systems,Office Supplies,Binders
Sally Hughsby,SH-19975,Corporate,Seattle,Washington,West,United States,98105,CA-2017-101805,2017-12-01,2017-12-06,Standard Class,"70,68","0,0","31,0992",12,Eldon Wave Desk Accessories,Furniture,Furnishings
Sally Hughsby,SH-19975,Corporate,Seattle,Washington,West,United States,98105,CA-2017-101805,2017-12-01,2017-12-06,Standard Class,"541,24","0,0","5,4124",4,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage
Richard Bierner,RB-19435,Consumer,Columbus,Ohio,East,United States,43229,US-2014-105137,2014-10-10,2014-10-10,Same Day,"101,994","0,7","-71,3958",2,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Technology,Machines
Richard Bierner,RB-19435,Consumer,Columbus,Ohio,East,United States,43229,US-2014-105137,2014-10-10,2014-10-10,Same Day,"18,264","0,7","-13,3936",2,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders
Toby Carlisle,TC-21295,Consumer,Houston,Texas,Central,United States,77095,CA-2017-142489,2017-11-14,2017-11-16,Second Class,"21,99","0,8","-32,985",5,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders
Carol Triggs,CT-11995,Consumer,Irving,Texas,Central,United States,75061,US-2016-141264,2016-08-13,2016-08-19,Standard Class,"185,376","0,2","-34,758",2,Premier Electric Letter Opener,Office Supplies,Supplies
Carol Triggs,CT-11995,Consumer,Irving,Texas,Central,United States,75061,US-2016-141264,2016-08-13,2016-08-19,Standard Class,"58,924","0,8","-153,2024",1,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,Appliances
Gary Zandusky,GZ-14470,Consumer,Morristown,New Jersey,East,United States,7960,CA-2017-126928,2017-09-17,2017-09-23,Standard Class,"480,0","0,0","225,6",4,Lexmark 20R1285 X6650 Wireless All-in-One Printer,Technology,Machines
Gary Zandusky,GZ-14470,Consumer,Morristown,New Jersey,East,United States,7960,CA-2017-126928,2017-09-17,2017-09-23,Standard Class,"34,05","0,0","9,534",3,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage
Alice McCarthy,AM-10360,Corporate,Los Angeles,California,West,United States,90008,US-2015-107944,2015-03-23,2015-03-25,First Class,"192,72","0,0","92,5056",11,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",Office Supplies,Paper
Alice McCarthy,AM-10360,Corporate,Los Angeles,California,West,United States,90008,US-2015-107944,2015-03-23,2015-03-25,First Class,"239,97","0,0","86,3892",3,Logitech G600 MMO Gaming Mouse,Technology,Accessories
Adrian Hane,AH-10120,Home Office,Aurora,Illinois,Central,United States,60505,CA-2016-135594,2016-06-30,2016-07-03,Second Class,"50,12","0,2","-0,6265",7,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories
Muhammed Yedwab,MY-18295,Corporate,Durham,North Carolina,South,United States,27707,US-2017-115252,2017-10-20,2017-10-25,Standard Class,"15,984","0,2","1,3986",2,PayAnywhere Card Reader,Technology,Phones
Muhammed Yedwab,MY-18295,Corporate,Durham,North Carolina,South,United States,27707,US-2017-115252,2017-10-20,2017-10-25,Standard Class,"14,352","0,2","4,485",3,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper
Brendan Sweed,BS-11590,Corporate,Columbus,Ohio,East,United States,43229,CA-2014-107398,2014-08-25,2014-08-30,Standard Class,"6,528","0,7","-4,5696",4,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders
Brendan Sweed,BS-11590,Corporate,Columbus,Ohio,East,United States,43229,CA-2014-107398,2014-08-25,2014-08-30,Standard Class,"2,862","0,7","-2,2896",3,Insertable Tab Indexes For Data Binders,Office Supplies,Binders
Brendan Sweed,BS-11590,Corporate,Columbus,Ohio,East,United States,43229,CA-2014-107398,2014-08-25,2014-08-30,Standard Class,"20,856","0,7","-16,6848",8,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders
Barry Blumstein,BB-10990,Corporate,Los Angeles,California,West,United States,90036,CA-2014-169642,2014-07-27,2014-07-30,Second Class,"276,28","0,0","0,0",2,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage
Max Ludwig,ML-17755,Home Office,Stockton,California,West,United States,95207,CA-2017-103968,2017-12-01,2017-12-07,Standard Class,"629,64","0,0","107,0388",9,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings
Frank Carlisle,FC-14245,Home Office,Columbia,Missouri,Central,United States,65203,CA-2016-147256,2016-10-17,2016-10-21,Second Class,"449,97","0,0","220,4853",3,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones
Frank Carlisle,FC-14245,Home Office,Columbia,Missouri,Central,United States,65203,CA-2016-147256,2016-10-17,2016-10-21,Second Class,"1927,59","0,0","751,7601",7,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,Appliances
Corey Roper,CR-12625,Home Office,Columbus,Georgia,South,United States,31907,CA-2016-162159,2016-09-16,2016-09-18,First Class,"121,78","0,0","30,445",2,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs
Lindsay Castell,LC-16960,Home Office,San Diego,California,West,United States,92037,CA-2015-111038,2015-12-01,2015-12-06,Standard Class,"2676,672","0,2","267,6672",9,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs
Gary Zandusky,GZ-14470,Consumer,Texas City,Texas,Central,United States,77590,CA-2014-124723,2014-08-05,2014-08-12,Standard Class,"489,23","0,3","41,934",2,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables
Bill Donatelli,BD-11320,Consumer,Los Angeles,California,West,United States,90004,CA-2016-167241,2016-08-15,2016-08-22,Standard Class,"312,03","0,0","43,6842",3,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings
Bill Donatelli,BD-11320,Consumer,Los Angeles,California,West,United States,90004,CA-2016-167241,2016-08-15,2016-08-22,Standard Class,"17,94","0,0","3,0498",3,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage
Bill Donatelli,BD-11320,Consumer,Los Angeles,California,West,United States,90004,CA-2016-167241,2016-08-15,2016-08-22,Standard Class,"165,6","0,2","10,35",3,AT&T 841000 Phone,Technology,Phones
Bill Donatelli,BD-11320,Consumer,Los Angeles,California,West,United States,90004,CA-2016-167241,2016-08-15,2016-08-22,Standard Class,"37,52","0,0","18,0096",4,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper
Eudokia Martin,EM-14095,Corporate,Springfield,Virginia,South,United States,22153,CA-2015-163237,2015-08-07,2015-08-09,Second Class,"494,97","0,0","148,491",3,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Technology,Phones
Eudokia Martin,EM-14095,Corporate,Springfield,Virginia,South,United States,22153,CA-2015-163237,2015-08-07,2015-08-09,Second Class,"25,06","0,0","11,7782",2,Avery 50,Office Supplies,Labels
Beth Paige,BP-11290,Consumer,Decatur,Illinois,Central,United States,62521,CA-2016-150483,2016-05-31,2016-06-04,Standard Class,"32,064","0,6","-12,8256",3,"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings
Beth Paige,BP-11290,Consumer,Decatur,Illinois,Central,United States,62521,CA-2016-150483,2016-05-31,2016-06-04,Standard Class,"18,496","0,2","6,7048",4,Xerox 1899,Office Supplies,Paper
Beth Paige,BP-11290,Consumer,Decatur,Illinois,Central,United States,62521,CA-2016-150483,2016-05-31,2016-06-04,Standard Class,"191,079","0,3","-38,2158",3,Global Highback Leather Tilter in Burgundy,Furniture,Chairs
Beth Paige,BP-11290,Consumer,Decatur,Illinois,Central,United States,62521,CA-2016-150483,2016-05-31,2016-06-04,Standard Class,"10,368","0,2","3,6288",2,Xerox 212,Office Supplies,Paper
Stephanie Ulpright,SU-20665,Home Office,New York City,New York,East,United States,10009,US-2016-126431,2016-07-01,2016-07-01,Same Day,"30,53","0,0","14,0438",1,Avery 477,Office Supplies,Labels
Stephanie Ulpright,SU-20665,Home Office,New York City,New York,East,United States,10009,US-2016-126431,2016-07-01,2016-07-01,Same Day,"30,84","0,0","6,168",3,KeyTronic KT400U2 - Keyboard - Black,Technology,Accessories
Stephanie Ulpright,SU-20665,Home Office,New York City,New York,East,United States,10009,US-2016-126431,2016-07-01,2016-07-01,Same Day,"75,06","0,0","33,777",9,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper
Andy Yotov,AY-10555,Corporate,San Francisco,California,West,United States,94110,CA-2016-139934,2016-12-18,2016-12-20,First Class,"66,976","0,2","6,6976",7,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones
Elizabeth Moffitt,EM-13825,Corporate,Moreno Valley,California,West,United States,92553,CA-2015-109603,2015-01-26,2015-02-01,Standard Class,"182,72","0,0","84,0512",8,Xerox 1991,Office Supplies,Paper
Sue Ann Reed,SA-20830,Consumer,Everett,Massachusetts,East,United States,2149,CA-2017-160661,2017-10-28,2017-11-01,Standard Class,"21,93","0,0","10,3071",3,Avery 519,Office Supplies,Labels
Christina Anderson,CA-12265,Consumer,Chattanooga,Tennessee,South,United States,37421,CA-2017-102610,2017-11-04,2017-11-08,Standard Class,"95,976","0,2","15,5961",3,Logitech M510 Wireless Mouse,Technology,Accessories
Christina Anderson,CA-12265,Consumer,Chattanooga,Tennessee,South,United States,37421,CA-2017-102610,2017-11-04,2017-11-08,Standard Class,"143,928","0,2","-32,3838",9,iOttie XL Car Mount,Technology,Phones
Christina Anderson,CA-12265,Consumer,Chattanooga,Tennessee,South,United States,37421,CA-2017-102610,2017-11-04,2017-11-08,Standard Class,"3,564","0,7","-2,97",2,Storex Dura Pro Binders,Office Supplies,Binders
Christina Anderson,CA-12265,Consumer,Chattanooga,Tennessee,South,United States,37421,CA-2017-102610,2017-11-04,2017-11-08,Standard Class,"4,928","0,2","1,7248",2,Avery 481,Office Supplies,Labels
Cynthia Voltz,CV-12805,Corporate,Austin,Texas,Central,United States,78745,US-2016-144057,2016-05-09,2016-05-13,Standard Class,"856,656","0,2","107,082",6,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage
Cynthia Voltz,CV-12805,Corporate,Austin,Texas,Central,United States,78745,US-2016-144057,2016-05-09,2016-05-13,Standard Class,"13,184","0,8","-20,4352",4,Ibico Standard Transparent Covers,Office Supplies,Binders
Cynthia Voltz,CV-12805,Corporate,Austin,Texas,Central,United States,78745,US-2016-144057,2016-05-09,2016-05-13,Standard Class,"48,784","0,8","-131,7168",4,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Appliances
Cynthia Voltz,CV-12805,Corporate,Austin,Texas,Central,United States,78745,US-2016-144057,2016-05-09,2016-05-13,Standard Class,"76,64","0,2","26,824",2,Xerox 1911,Office Supplies,Paper
Cynthia Voltz,CV-12805,Corporate,Austin,Texas,Central,United States,78745,US-2016-144057,2016-05-09,2016-05-13,Standard Class,"18,528","0,8","-27,792",6,GBC VeloBind Cover Sets,Office Supplies,Binders
Anna Häberlin,AH-10690,Corporate,Virginia Beach,Virginia,South,United States,23464,CA-2014-160276,2014-04-02,2014-04-08,Standard Class,"177,68","0,0","46,1968",2,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings
David Smith,DS-13180,Corporate,Jamestown,New York,East,United States,14701,CA-2014-132983,2014-04-28,2014-05-03,Standard Class,"159,98","0,0","57,5928",2,Logitech G600 MMO Gaming Mouse,Technology,Accessories
Anna Häberlin,AH-10690,Corporate,Coral Gables,Florida,South,United States,33134,CA-2016-145709,2016-10-04,2016-10-08,Standard Class,"52,68","0,2","19,755",3,Samsung HM1900 Bluetooth Headset,Technology,Phones
Anna Häberlin,AH-10690,Corporate,Coral Gables,Florida,South,United States,33134,CA-2016-145709,2016-10-04,2016-10-08,Standard Class,"11,568","0,2","2,6028",3,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings
Zuschuss Carroll,ZC-21910,Consumer,Hickory,North Carolina,South,United States,28601,CA-2017-133928,2017-06-11,2017-06-17,Standard Class,"4,572","0,7","-3,81",4,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders
David Flashing,DF-13135,Consumer,Rockford,Illinois,Central,United States,61107,CA-2016-168032,2016-01-30,2016-02-03,Standard Class,"1439,968","0,2","143,9968",4,Nokia Lumia 1020,Technology,Phones
David Flashing,DF-13135,Consumer,Rockford,Illinois,Central,United States,61107,CA-2016-168032,2016-01-30,2016-02-03,Standard Class,"1,728","0,8","-2,6784",3,Avery Durable Binders,Office Supplies,Binders
David Flashing,DF-13135,Consumer,Rockford,Illinois,Central,United States,61107,CA-2016-168032,2016-01-30,2016-02-03,Standard Class,"626,1","0,5","-538,446",3,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,Furniture,Tables
Saphhira Shifley,SS-20140,Corporate,Seattle,Washington,West,United States,98103,CA-2015-143616,2015-09-27,2015-09-29,Second Class,"99,2","0,0","25,792",5,Newell 334,Office Supplies,Art
Frank Preis,FP-14320,Consumer,Huntsville,Texas,Central,United States,77340,US-2015-168704,2015-04-13,2015-04-17,Standard Class,"609,98","0,3","-113,282",4,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables
Frank Preis,FP-14320,Consumer,Huntsville,Texas,Central,United States,77340,US-2015-168704,2015-04-13,2015-04-17,Standard Class,"211,372","0,3","-45,294",2,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables
